incident_number,short_description,category,subcategory,priority,state,opened_at,resolved_at,closed_at,assigned_to,assignment_group,opened_by,contact_type,sla_breach,satisfaction_score
INC1000663,Printer Issue - User request,Printer Issue,General,P3 - Medium,Closed,2024-01-10 10:06:31,2024-01-10 17:27:15,2024-01-10 18:49:15,david.brown,Service Desk L1,Yuki.Garcia,Walk-in,false,4.3
INC1000664,Software Installation - User request,Software Installation,Development Tools,P3 - Medium,Closed,2024-01-09 10:13:14,2024-01-09 19:47:34,2024-01-09 20:04:34,john.smith,Service Desk L2,Wendy.O'Brien,Self-Service Portal,false,3.8
INC1000665,Other - User request,Other,General,P3 - Medium,Closed,2024-01-11 10:38:45,2024-01-12 09:28:31,2024-01-12 11:07:31,david.brown,Service Desk L2,Rachel.Zhang,Email,false,
INC1000666,Software Installation - User request,Software Installation,Business App,P3 - Medium,Closed,2024-01-09 08:36:06,2024-01-10 15:50:27,2024-01-10 17:44:27,james.harris,Network Team,Eve.Martin,Email,true,1.9
INC1000667,VPN Access - User request,VPN Access,General,P3 - Medium,Closed,2024-01-24 20:01:41,2024-01-26 02:19:12,2024-01-26 03:59:12,robert.lewis,Security Team,Nathan.Vance,Self-Service Portal,true,1.3
INC1000668,Password Reset - User request,Password Reset,Email Password,P4 - Low,Closed,2024-01-22 09:35:51,2024-01-22 11:30:05,2024-01-22 12:19:05,mike.wilson,Service Desk L1,David.Vance,Email,false,5.0
INC1000669,System Performance - User request,System Performance,General,P3 - Medium,Closed,2024-01-12 15:20:36,2024-01-12 21:08:58,2024-01-12 21:28:58,lisa.taylor,Security Team,Maria.Chen,Phone,false,5.0
INC1000670,Other - User request,Other,General,P3 - Medium,Open,2024-01-22 11:04:05,,,robert.lewis,Service Desk L1,Bob.O'Brien,Phone,false,
INC1000671,Hardware Issue - User request,Hardware Issue,Laptop,P3 - Medium,In Progress,2024-01-08 16:28:41,,,sarah.jones,Service Desk L1,Xander.Martin,Email,false,
INC1000672,Account Unlock - User request,Account Unlock,General,P3 - Medium,Closed,2024-01-09 12:22:01,2024-01-11 11:33:09,2024-01-11 13:00:09,anna.clark,Service Desk L1,Olivia.Hall,Email,true,1.0
INC1000673,Password Reset - User request,Password Reset,AD Password,P3 - Medium,Closed,2024-01-15 09:59:10,2024-01-15 16:12:42,2024-01-15 16:53:42,mike.wilson,Security Team,Maria.Davis,Phone,false,3.3
INC1000674,Password Reset - User request,Password Reset,Application Password,P3 - Medium,Closed,2024-01-15 07:31:34,2024-01-15 08:52:22,2024-01-15 09:40:22,sarah.jones,Service Desk L2,Nathan.Ingram,Phone,false,
INC1000675,Software Installation - User request,Software Installation,Microsoft Office,P2 - High,Closed,2024-01-22 08:16:53,2024-01-22 10:12:51,2024-01-22 11:52:51,john.smith,Security Team,Uma.Garcia,Phone,false,3.1
INC1000676,Software Installation - User request,Software Installation,Business App,P4 - Low,Closed,2024-01-27 08:34:21,2024-01-28 07:24:11,2024-01-28 09:24:11,david.brown,Service Desk L1,Sam.Young,Email,false,
INC1000677,Hardware Issue - User request,Hardware Issue,Monitor,P4 - Low,Closed,2024-01-25 15:37:34,2024-01-29 09:37:01,2024-01-29 10:55:01,robert.lewis,Service Desk L1,Rachel.Evans,Self-Service Portal,true,
INC1000678,Password Reset - User request,Password Reset,AD Password,P3 - Medium,Closed,2024-01-12 08:22:20,2024-01-12 09:18:47,2024-01-12 10:42:47,anna.clark,Service Desk L1,Sam.Martin,Phone,false,5.0
INC1000679,Other - User request,Other,General,P3 - Medium,Closed,2024-01-05 12:34:49,2024-01-05 15:11:28,2024-01-05 15:42:28,lisa.taylor,Service Desk L1,Quinn.Johnson,Email,false,4.6
INC1000680,VPN Access - User request,VPN Access,General,P3 - Medium,Reopened,2024-01-16 16:39:32,2024-01-16 20:43:39,,lisa.taylor,Service Desk L2,Maria.Park,Phone,false,
INC1000681,Password Reset - User request,Password Reset,Email Password,P3 - Medium,Closed,2024-01-11 02:39:28,2024-01-11 09:24:19,2024-01-11 10:34:19,lisa.taylor,Security Team,Maria.Upton,Email,false,
INC1000682,Password Reset - User request,Password Reset,AD Password,P4 - Low,Closed,2024-01-10 09:44:17,2024-01-12 10:22:06,2024-01-12 11:19:06,emma.white,Service Desk L2,Leo.Ingram,Phone,false,3.3
INC1000683,Software Installation - User request,Software Installation,Microsoft Office,P2 - High,Closed,2024-01-27 11:25:12,2024-01-27 14:58:41,2024-01-27 16:47:41,sarah.jones,Security Team,Iris.Chen,Chat,false,2.2
INC1000684,VPN Access - User request,VPN Access,General,P4 - Low,Closed,2024-01-12 11:21:46,2024-01-13 05:08:57,2024-01-13 06:14:57,mike.wilson,Service Desk L1,Rachel.Walsh,Self-Service Portal,false,4.1
INC1000685,Hardware Issue - User request,Hardware Issue,Keyboard/Mouse,P3 - Medium,Closed,2024-01-23 11:24:54,2024-01-23 17:42:05,2024-01-23 18:21:05,lisa.taylor,Security Team,Bob.Garcia,Self-Service Portal,false,4.0
INC1000686,Network Connectivity - User request,Network Connectivity,WiFi,P4 - Low,Closed,2024-01-11 09:02:05,2024-01-11 18:58:45,2024-01-11 19:26:45,sarah.jones,Service Desk L1,Zara.Nelson,Email,false,
INC1000687,Hardware Issue - User request,Hardware Issue,Keyboard/Mouse,P2 - High,Closed,2024-01-02 19:17:54,2024-01-02 21:11:51,2024-01-02 22:15:51,john.smith,Service Desk L2,Leo.Evans,Email,false,
INC1000688,Password Reset - User request,Password Reset,Application Password,P4 - Low,Closed,2024-01-16 09:56:08,2024-01-17 05:51:12,2024-01-17 07:44:12,emma.white,Service Desk L1,Peter.Walsh,Self-Service Portal,false,3.0
INC1000689,Software Installation - User request,Software Installation,Microsoft Office,P3 - Medium,Closed,2024-01-16 12:21:46,2024-01-16 15:42:21,2024-01-16 17:15:21,david.brown,Service Desk L1,Zara.Johnson,Email,false,5.0
INC1000690,Hardware Issue - User request,Hardware Issue,Monitor,P3 - Medium,Closed,2024-01-09 07:15:08,2024-01-09 14:02:07,2024-01-09 15:23:07,sarah.jones,Service Desk L2,Quinn.Quinn,Email,false,
INC1000691,Email / Outlook - User request,Email / Outlook,Cannot send/receive,P4 - Low,Closed,2024-01-23 08:54:44,2024-01-23 19:55:39,2024-01-23 21:32:39,david.brown,Security Team,Quinn.Garcia,Walk-in,false,
INC1000692,Printer Issue - User request,Printer Issue,General,P2 - High,Closed,2024-01-01 14:12:53,2024-01-01 16:43:58,2024-01-01 17:46:58,james.harris,Security Team,Wendy.Roberts,Email,false,4.1
INC1000693,Hardware Issue - User request,Hardware Issue,Desktop,P4 - Low,Closed,2024-01-08 14:25:33,2024-01-11 05:24:21,2024-01-11 06:25:21,sarah.jones,Service Desk L1,Maria.Vance,Email,false,
INC1000694,Network Connectivity - User request,Network Connectivity,Ethernet,P4 - Low,Closed,2024-01-25 06:55:11,2024-01-25 14:26:26,2024-01-25 15:53:26,sarah.jones,Hardware Team,Sam.Scott,Walk-in,false,4.5
INC1000695,Security Alert - User request,Security Alert,General,P3 - Medium,Closed,2024-01-22 16:06:46,2024-01-22 17:41:16,2024-01-22 18:14:16,john.smith,Network Team,Nathan.Davis,Phone,false,4.9
INC1000696,Network Connectivity - User request,Network Connectivity,Ethernet,P3 - Medium,Closed,2024-01-25 09:51:25,2024-01-26 10:33:09,2024-01-26 12:06:09,sarah.jones,Service Desk L1,Carol.Foster,Chat,true,2.9
INC1000697,Password Reset - User request,Password Reset,VPN Password,P4 - Low,Closed,2024-01-22 12:58:31,2024-01-22 15:59:25,2024-01-22 17:20:25,james.harris,Network Team,Bob.Baker,Phone,false,4.9
INC1000698,Software Installation - User request,Software Installation,Microsoft Office,P3 - Medium,Closed,2024-01-24 11:32:55,2024-01-24 17:42:17,2024-01-24 19:02:17,emma.white,Service Desk L1,Jack.Hall,Email,false,4.8
INC1000699,Other - User request,Other,General,P4 - Low,Closed,2024-01-18 08:04:22,2024-01-18 20:29:37,2024-01-18 20:46:37,emma.white,Hardware Team,Peter.Ingram,Chat,false,
INC1000700,VPN Access - User request,VPN Access,General,P4 - Low,Closed,2024-01-11 06:52:12,2024-01-12 06:51:26,2024-01-12 08:39:26,john.smith,Service Desk L1,David.Thomas,Phone,false,
INC1000701,Printer Issue - User request,Printer Issue,General,P2 - High,Closed,2024-01-04 08:25:06,2024-01-04 09:47:40,2024-01-04 11:26:40,emma.white,Service Desk L1,Maria.Kim,Chat,false,4.1
INC1000702,Password Reset - User request,Password Reset,Email Password,P4 - Low,Closed,2024-01-08 09:56:42,2024-01-08 21:32:25,2024-01-08 22:23:25,emma.white,Service Desk L2,Eve.Thomas,Email,false,
INC1000703,Software Installation - User request,Software Installation,Microsoft Office,P4 - Low,Closed,2024-01-08 14:23:22,2024-01-14 08:46:15,2024-01-14 09:17:15,james.harris,Network Team,Nathan.Lopez,Phone,true,1.0
INC1000704,Network Connectivity - User request,Network Connectivity,Firewall,P3 - Medium,Closed,2024-01-24 09:59:08,2024-01-25 08:13:16,2024-01-25 09:31:16,mike.wilson,Service Desk L1,Nathan.Hall,Email,false,
INC1000705,Password Reset - User request,Password Reset,Application Password,P2 - High,Closed,2024-01-05 09:16:55,2024-01-05 11:00:38,2024-01-05 11:19:38,john.smith,Security Team,Tina.Chen,Email,false,3.9
INC1000706,Hardware Issue - User request,Hardware Issue,Laptop,P2 - High,Closed,2024-01-18 10:27:53,2024-01-18 13:29:26,2024-01-18 14:39:26,john.smith,Service Desk L1,Zara.Xu,Phone,false,
INC1000707,Printer Issue - User request,Printer Issue,General,P4 - Low,Open,2024-01-03 10:17:48,,,john.smith,Network Team,Karen.Walsh,Self-Service Portal,false,
INC1000708,Password Reset - User request,Password Reset,AD Password,P2 - High,Closed,2024-01-01 09:06:15,2024-01-01 11:04:36,2024-01-01 11:54:36,robert.lewis,Service Desk L1,Olivia.Nelson,Phone,false,3.2
INC1000709,VPN Access - User request,VPN Access,General,P1 - Critical,Closed,2024-01-25 03:07:35,2024-01-25 03:28:06,2024-01-25 05:28:06,anna.clark,Hardware Team,Leo.Scott,Chat,false,4.2
INC1000710,Password Reset - User request,Password Reset,Application Password,P1 - Critical,Closed,2024-01-08 11:30:01,2024-01-08 11:56:54,2024-01-08 13:26:54,mike.wilson,Service Desk L1,Xander.Upton,Email,false,
INC1000711,Software Installation - User request,Software Installation,Development Tools,P3 - Medium,Closed,2024-01-02 15:36:48,2024-01-03 07:12:38,2024-01-03 08:07:38,lisa.taylor,Service Desk L1,Zara.Thomas,Email,false,3.4
INC1000712,Network Connectivity - User request,Network Connectivity,VPN,P3 - Medium,Closed,2024-01-10 13:12:29,2024-01-11 20:29:39,2024-01-11 21:36:39,mike.wilson,Service Desk L2,Henry.Foster,Walk-in,true,
INC1000713,Account Unlock - User request,Account Unlock,General,P3 - Medium,Closed,2024-01-09 14:32:42,2024-01-09 18:38:08,2024-01-09 19:01:08,john.smith,Security Team,Bob.Quinn,Phone,false,3.5
INC1000714,Hardware Issue - User request,Hardware Issue,Laptop,P4 - Low,Closed,2024-01-12 07:26:03,2024-01-17 11:44:38,2024-01-17 13:08:38,david.brown,Service Desk L2,Alice.Xu,Self-Service Portal,true,
INC1000715,System Performance - User request,System Performance,General,P4 - Low,Closed,2024-01-17 17:32:01,2024-01-18 10:25:47,2024-01-18 11:25:47,emma.white,Network Team,Bob.Zhang,Phone,false,3.9
INC1000716,Password Reset - User request,Password Reset,Email Password,P2 - High,Closed,2024-01-23 09:30:42,2024-01-23 10:02:09,2024-01-23 10:27:09,david.brown,Network Team,Xander.Young,Phone,false,5.0
INC1000717,Hardware Issue - User request,Hardware Issue,Keyboard/Mouse,P1 - Critical,Closed,2024-01-27 13:03:17,2024-01-27 14:05:45,2024-01-27 15:05:45,sarah.jones,Service Desk L2,Karen.Xu,Email,true,2.0
INC1000718,Hardware Issue - User request,Hardware Issue,Monitor,P3 - Medium,Closed,2024-01-22 12:54:51,2024-01-23 14:15:27,2024-01-23 15:59:27,david.brown,Service Desk L2,Eve.Chen,Self-Service Portal,true,1.4
INC1000719,Hardware Issue - User request,Hardware Issue,Docking Station,P4 - Low,Closed,2024-01-15 07:09:10,2024-01-17 08:32:09,2024-01-17 09:51:09,james.harris,Hardware Team,Nathan.Evans,Self-Service Portal,false,2.1
INC1000720,Other - User request,Other,General,P3 - Medium,Closed,2024-01-09 22:48:33,2024-01-10 08:23:39,2024-01-10 09:05:39,david.brown,Hardware Team,Grace.Park,Phone,false,4.4
INC1000721,Account Unlock - User request,Account Unlock,General,P4 - Low,Closed,2024-01-19 08:15:02,2024-01-19 21:53:50,2024-01-19 22:29:50,mike.wilson,Hardware Team,Nathan.Kim,Self-Service Portal,false,4.5
INC1000722,VPN Access - User request,VPN Access,General,P3 - Medium,Closed,2024-01-19 09:50:36,2024-01-20 05:23:53,2024-01-20 05:46:53,emma.white,Service Desk L2,David.Ingram,Self-Service Portal,false,
INC1000723,Password Reset - User request,Password Reset,Application Password,P3 - Medium,Closed,2024-01-01 12:53:20,2024-01-02 13:19:41,2024-01-02 15:17:41,robert.lewis,Service Desk L2,Wendy.Chen,Email,true,2.0
INC1000724,Software Installation - User request,Software Installation,Business App,P2 - High,Closed,2024-01-18 15:03:07,2024-01-18 15:43:56,2024-01-18 16:29:56,sarah.jones,Service Desk L1,Grace.Nelson,Phone,false,4.3
INC1000725,Software Installation - User request,Software Installation,Development Tools,P3 - Medium,Pending,2024-01-10 07:37:16,,,john.smith,Service Desk L2,Bob.Johnson,Email,false,
INC1000726,Other - User request,Other,General,P3 - Medium,Closed,2024-01-21 15:47:55,2024-01-21 22:29:44,2024-01-21 22:45:44,john.smith,Hardware Team,Sam.O'Brien,Email,false,3.6
INC1000727,Printer Issue - User request,Printer Issue,General,P3 - Medium,Closed,2024-01-16 19:12:50,2024-01-17 04:05:37,2024-01-17 05:08:37,sarah.jones,Service Desk L1,Henry.Baker,Self-Service Portal,false,
INC1000728,Password Reset - User request,Password Reset,AD Password,P2 - High,Closed,2024-01-26 07:11:07,2024-01-26 08:12:41,2024-01-26 09:18:41,anna.clark,Service Desk L1,Wendy.Davis,Phone,false,
INC1000729,Password Reset - User request,Password Reset,AD Password,P3 - Medium,Closed,2024-01-19 10:33:40,2024-01-19 12:47:38,2024-01-19 13:18:38,mike.wilson,Security Team,Zara.Ingram,Email,false,4.9
INC1000730,System Performance - User request,System Performance,General,P4 - Low,Closed,2024-01-25 07:46:07,2024-01-25 12:30:09,2024-01-25 13:29:09,sarah.jones,Network Team,Leo.Ingram,Chat,false,5.0
INC1000731,Other - User request,Other,General,P4 - Low,Closed,2024-01-08 08:35:44,2024-01-09 09:40:35,2024-01-09 10:01:35,mike.wilson,Service Desk L2,David.Evans,Phone,false,
INC1000732,Other - User request,Other,General,P4 - Low,Closed,2024-01-22 09:34:39,2024-01-27 01:29:34,2024-01-27 03:23:34,robert.lewis,Service Desk L1,Rachel.Roberts,Self-Service Portal,true,1.5
INC1000733,Hardware Issue - User request,Hardware Issue,Docking Station,P1 - Critical,Closed,2024-01-01 16:22:45,2024-01-01 18:38:07,2024-01-01 20:38:07,john.smith,Service Desk L1,Tina.Hall,Email,true,1.0
INC1000734,Software Installation - User request,Software Installation,Development Tools,P4 - Low,Closed,2024-01-16 01:54:58,2024-01-20 17:55:44,2024-01-20 18:46:44,lisa.taylor,Service Desk L1,Iris.Ingram,Email,true,1.3
INC1000735,Hardware Issue - User request,Hardware Issue,Docking Station,P3 - Medium,Closed,2024-01-12 15:56:23,2024-01-13 10:13:20,2024-01-13 11:50:20,mike.wilson,Service Desk L2,Rachel.Xu,Phone,false,2.6
INC1000736,Hardware Issue - User request,Hardware Issue,Laptop,P4 - Low,Closed,2024-01-25 22:33:32,2024-02-01 14:18:41,2024-02-01 14:46:41,robert.lewis,Service Desk L1,Wendy.Ingram,Phone,true,
INC1000737,Password Reset - User request,Password Reset,Email Password,P3 - Medium,Closed,2024-01-08 13:41:14,2024-01-08 14:37:52,2024-01-08 16:16:52,lisa.taylor,Service Desk L1,Frank.Evans,Chat,false,4.7
INC1000738,Password Reset - User request,Password Reset,Application Password,P1 - Critical,Reopened,2024-01-04 08:11:56,2024-01-04 08:18:05,,mike.wilson,Service Desk L1,Jack.Garcia,Self-Service Portal,false,
INC1000739,Hardware Issue - User request,Hardware Issue,Monitor,P4 - Low,Closed,2024-01-19 06:46:15,2024-01-20 15:50:16,2024-01-20 17:45:16,sarah.jones,Service Desk L1,Sam.Kim,Self-Service Portal,false,3.8
INC1000740,System Performance - User request,System Performance,General,P4 - Low,In Progress,2024-01-05 00:46:49,,,anna.clark,Hardware Team,Wendy.Baker,Walk-in,false,
INC1000741,Hardware Issue - User request,Hardware Issue,Laptop,P1 - Critical,Closed,2024-01-27 10:05:04,2024-01-27 16:09:09,2024-01-27 16:52:09,sarah.jones,Service Desk L1,Yuki.Roberts,Email,true,1.0
INC1000742,Account Unlock - User request,Account Unlock,General,P3 - Medium,Closed,2024-01-09 09:09:24,2024-01-09 19:22:33,2024-01-09 20:44:33,john.smith,Service Desk L1,Leo.Anderson,Email,false,
INC1000743,Hardware Issue - User request,Hardware Issue,Monitor,P3 - Medium,Closed,2024-01-11 10:54:04,2024-01-13 06:49:57,2024-01-13 07:49:57,robert.lewis,Service Desk L2,Yuki.Scott,Chat,true,1.0
INC1000744,Software Installation - User request,Software Installation,Development Tools,P3 - Medium,Closed,2024-01-01 15:23:21,2024-01-01 23:11:06,2024-01-02 00:15:06,john.smith,Network Team,Nathan.Ingram,Phone,false,4.8
INC1000745,Password Reset - User request,Password Reset,Application Password,P3 - Medium,Closed,2024-01-22 09:37:04,2024-01-22 14:48:27,2024-01-22 16:48:27,emma.white,Security Team,Leo.Park,Phone,false,3.3
INC1000746,System Performance - User request,System Performance,General,P3 - Medium,Reopened,2024-01-04 17:03:04,2024-01-04 19:13:46,,mike.wilson,Service Desk L1,Xander.Zhang,Self-Service Portal,false,
INC1000747,Software Installation - User request,Software Installation,Microsoft Office,P3 - Medium,Closed,2024-01-22 11:58:52,2024-01-22 16:14:24,2024-01-22 16:38:24,mike.wilson,Hardware Team,Zara.Lopez,Chat,false,4.2
INC1000748,Other - User request,Other,General,P4 - Low,Closed,2024-01-04 07:36:23,2024-01-07 07:06:44,2024-01-07 07:32:44,anna.clark,Service Desk L1,Bob.Baker,Email,false,2.2
INC1000749,Hardware Issue - User request,Hardware Issue,Keyboard/Mouse,P3 - Medium,Closed,2024-01-19 13:00:30,2024-01-20 02:58:41,2024-01-20 04:56:41,james.harris,Network Team,Tina.Ingram,Email,false,4.3
INC1000750,Software Installation - User request,Software Installation,Microsoft Office,P4 - Low,Closed,2024-01-03 10:46:05,2024-01-05 23:43:53,2024-01-06 01:41:53,john.smith,Network Team,Henry.Vance,Phone,false,2.3
INC1000751,Password Reset - User request,Password Reset,Application Password,P4 - Low,Closed,2024-01-16 08:56:50,2024-01-16 14:19:52,2024-01-16 14:53:52,emma.white,Service Desk L1,Sam.Roberts,Chat,false,4.7
INC1000752,Password Reset - User request,Password Reset,AD Password,P3 - Medium,Closed,2024-01-18 14:59:34,2024-01-19 04:14:39,2024-01-19 05:49:39,sarah.jones,Service Desk L2,Maria.Lopez,Email,false,4.3
INC1000753,Hardware Issue - User request,Hardware Issue,Laptop,P3 - Medium,Closed,2024-01-02 10:25:10,2024-01-03 12:54:46,2024-01-03 14:12:46,mike.wilson,Service Desk L1,Olivia.Young,Phone,true,2.1
INC1000754,Network Connectivity - User request,Network Connectivity,WiFi,P4 - Low,Closed,2024-01-02 08:51:18,2024-01-03 05:45:01,2024-01-03 06:51:01,david.brown,Network Team,Frank.O'Brien,Chat,false,
INC1000755,Security Alert - User request,Security Alert,General,P2 - High,Closed,2024-01-19 16:03:00,2024-01-19 17:19:22,2024-01-19 18:01:22,anna.clark,Hardware Team,Olivia.Johnson,Chat,false,3.5
INC1000756,Password Reset - User request,Password Reset,VPN Password,P4 - Low,Closed,2024-01-04 12:45:12,2024-01-05 03:20:39,2024-01-05 03:38:39,robert.lewis,Service Desk L1,Wendy.Scott,Walk-in,false,5.0
