ticket_id,subject,category,priority,status,created_at,resolved_at,closed_at,assignee,team,customer,contact_channel,sla_breached,satisfaction_score
SUP-2001250,Billing Issue - TechStart Inc,Billing Issue,Critical,Closed,2024-01-18 15:39:38,2024-01-18 18:07:34,2024-01-18 18:52:34,sofia.moreau,Finance Support,TechStart Inc,Phone,false,8.3
SUP-2001251,Account Management - CityCouncil,Account Management,Medium,Closed,2024-01-03 10:49:54,2024-01-04 20:38:19,2024-01-04 21:09:19,ryan.kim,Account Team,CityCouncil,Chat,false,7.2
SUP-2001252,Data Export/Import - Acme Corp,Data Export/Import,Medium,Closed,2024-01-04 13:38:28,2024-01-07 06:58:34,2024-01-07 07:44:34,jennifer.wu,Technical Team,Acme Corp,Email,false,
SUP-2001253,Data Export/Import - CityCouncil,Data Export/Import,Medium,Closed,2024-01-10 09:46:12,2024-01-11 10:27:15,2024-01-11 10:45:15,laura.smith,Technical Team,CityCouncil,Email,false,8.0
SUP-2001254,Performance Issue - RetailCo,Performance Issue,Medium,Closed,2024-01-19 11:46:27,2024-01-20 09:25:28,2024-01-20 09:31:28,alex.chen,Engineering,RetailCo,Chat,false,6.0
SUP-2001255,Account Management - Individual,Account Management,Medium,Closed,2024-01-24 16:11:35,2024-01-25 01:32:30,2024-01-25 01:51:30,sofia.moreau,Account Team,Individual,Email,false,7.7
SUP-2001256,Data Export/Import - StartupXYZ,Data Export/Import,Medium,Closed,2024-01-03 18:17:46,2024-01-04 03:06:19,2024-01-04 03:58:19,ryan.kim,Technical Team,StartupXYZ,Portal,false,6.6
SUP-2001257,Account Management - TechStart Inc,Account Management,Medium,Closed,2024-01-22 10:13:42,2024-01-25 01:57:54,2024-01-25 02:16:54,maya.patel,Account Team,TechStart Inc,Chat,false,
SUP-2001258,Integration Problem - TechStart Inc,Integration Problem,High,Closed,2024-01-18 09:04:45,2024-01-18 21:22:24,2024-01-18 22:16:24,maya.patel,Integration Team,TechStart Inc,Email,false,
SUP-2001259,Data Export/Import - StartupXYZ,Data Export/Import,High,Closed,2024-01-16 10:37:17,2024-01-16 18:24:03,2024-01-16 19:08:03,carlos.silva,Technical Team,StartupXYZ,Phone,false,
SUP-2001260,Data Export/Import - MedGroup,Data Export/Import,High,Escalated,2024-01-03 10:30:01,2024-01-04 04:32:15,,ryan.kim,Technical Team,MedGroup,Email,false,
SUP-2001261,Data Export/Import - MedGroup,Data Export/Import,Medium,Closed,2024-01-08 10:34:11,2024-01-09 12:10:22,2024-01-09 12:19:22,laura.smith,Technical Team,MedGroup,Portal,false,6.0
SUP-2001262,Performance Issue - Acme Corp,Performance Issue,High,Closed,2024-01-01 11:14:30,2024-01-02 05:54:51,2024-01-02 06:36:51,thomas.berg,Engineering,Acme Corp,Portal,false,4.1
SUP-2001263,Integration Problem - TechStart Inc,Integration Problem,Low,Closed,2024-01-24 17:50:39,2024-02-03 07:17:03,2024-02-03 07:31:03,alex.chen,Integration Team,TechStart Inc,Email,false,
SUP-2001264,Feature Request - StartupXYZ,Feature Request,High,Closed,2024-01-02 13:36:26,2024-01-02 23:59:26,2024-01-03 00:16:26,ryan.kim,Product Team,StartupXYZ,Portal,false,
SUP-2001265,Feature Request - Global Finance,Feature Request,Low,Escalated,2024-01-03 12:00:16,2024-01-24 23:41:57,,thomas.berg,Product Team,Global Finance,Phone,false,
SUP-2001266,Integration Problem - RetailCo,Integration Problem,Low,Closed,2024-01-08 13:01:24,2024-01-14 22:24:59,2024-01-14 23:17:59,laura.smith,Integration Team,RetailCo,Portal,false,7.0
SUP-2001267,Technical Support - Global Finance,Technical Support,Medium,Closed,2024-01-17 12:09:34,2024-01-19 00:21:33,2024-01-19 01:03:33,carlos.silva,Technical Team,Global Finance,Chat,false,5.3
SUP-2001268,Integration Problem - TechStart Inc,Integration Problem,Medium,Closed,2024-01-18 08:18:27,2024-01-20 01:37:34,2024-01-20 02:11:34,maya.patel,Integration Team,TechStart Inc,Phone,false,
SUP-2001269,Billing Issue - RetailCo,Billing Issue,High,Closed,2024-01-05 09:48:10,2024-01-05 14:47:40,2024-01-05 15:31:40,jennifer.wu,Finance Support,RetailCo,Chat,false,7.6
SUP-2001270,Billing Issue - Global Finance,Billing Issue,Medium,Closed,2024-01-12 10:24:37,2024-01-13 19:59:15,2024-01-13 20:10:15,ryan.kim,Finance Support,Global Finance,Phone,false,6.5
SUP-2001271,Technical Support - Acme Corp,Technical Support,Medium,Closed,2024-01-17 02:07:48,2024-01-23 18:03:05,2024-01-23 18:44:05,thomas.berg,Technical Team,Acme Corp,Portal,true,
SUP-2001272,Technical Support - Global Finance,Technical Support,Medium,Closed,2024-01-03 12:56:39,2024-01-04 16:52:46,2024-01-04 17:48:46,alex.chen,Technical Team,Global Finance,Email,false,7.8
SUP-2001273,Data Export/Import - TechStart Inc,Data Export/Import,Critical,Closed,2024-01-16 15:46:14,2024-01-16 17:15:51,2024-01-16 18:05:51,laura.smith,Technical Team,TechStart Inc,Portal,false,7.8
SUP-2001274,Integration Problem - StartupXYZ,Integration Problem,Low,Reopened,2024-01-11 08:41:37,2024-01-21 23:28:53,,maya.patel,Integration Team,StartupXYZ,Portal,false,
SUP-2001275,Technical Support - RetailCo,Technical Support,Medium,Reopened,2024-01-03 12:55:26,2024-01-04 04:13:57,,alex.chen,Technical Team,RetailCo,Chat,false,
SUP-2001276,Account Management - Acme Corp,Account Management,Low,Closed,2024-01-02 06:06:21,2024-01-04 06:17:30,2024-01-04 06:23:30,laura.smith,Account Team,Acme Corp,Portal,false,8.3
SUP-2001277,Billing Issue - UniServices,Billing Issue,Critical,Closed,2024-01-11 13:07:04,2024-01-11 14:11:43,2024-01-11 14:54:43,laura.smith,Finance Support,UniServices,Portal,false,8.5
SUP-2001278,Billing Issue - RetailCo,Billing Issue,High,Closed,2024-01-11 08:59:53,2024-01-11 21:50:32,2024-01-11 22:29:32,sofia.moreau,Finance Support,RetailCo,Phone,false,6.3
SUP-2001279,Performance Issue - Acme Corp,Performance Issue,Medium,Closed,2024-01-23 11:30:01,2024-01-24 04:45:14,2024-01-24 05:23:14,alex.chen,Engineering,Acme Corp,Email,false,6.6
SUP-2001280,Technical Support - UniServices,Technical Support,High,Closed,2024-01-22 14:44:52,2024-01-22 21:57:13,2024-01-22 22:34:13,laura.smith,Technical Team,UniServices,Chat,false,6.7
SUP-2001281,Feature Request - Acme Corp,Feature Request,Medium,Closed,2024-01-18 08:17:24,2024-01-30 15:52:28,2024-01-30 16:52:28,jennifer.wu,Product Team,Acme Corp,Email,true,4.7
SUP-2001282,Billing Issue - MedGroup,Billing Issue,Low,Closed,2024-01-19 16:44:27,2024-01-24 14:27:57,2024-01-24 15:25:57,laura.smith,Finance Support,MedGroup,Portal,false,
SUP-2001283,Technical Support - Individual,Technical Support,Medium,Escalated,2024-01-08 11:47:43,2024-01-09 06:05:58,,ryan.kim,Technical Team,Individual,Portal,false,
SUP-2001284,Integration Problem - Individual,Integration Problem,Medium,Closed,2024-01-23 15:39:03,2024-01-24 06:32:17,2024-01-24 06:37:17,carlos.silva,Integration Team,Individual,Phone,false,7.5
SUP-2001285,Technical Support - Acme Corp,Technical Support,Low,Closed,2024-01-18 08:18:02,2024-02-03 12:25:29,2024-02-03 12:41:29,carlos.silva,Technical Team,Acme Corp,Email,true,5.6
SUP-2001286,Technical Support - Global Finance,Technical Support,High,Closed,2024-01-06 07:36:25,2024-01-06 20:10:29,2024-01-06 20:40:29,ryan.kim,Technical Team,Global Finance,Phone,false,5.4
SUP-2001287,Billing Issue - CityCouncil,Billing Issue,Medium,Closed,2024-01-12 15:04:30,2024-01-13 02:55:25,2024-01-13 03:29:25,alex.chen,Finance Support,CityCouncil,Portal,false,
SUP-2001288,Billing Issue - TechStart Inc,Billing Issue,High,Closed,2024-01-15 12:49:51,2024-01-15 17:11:18,2024-01-15 17:52:18,ryan.kim,Finance Support,TechStart Inc,Email,false,
SUP-2001289,Billing Issue - CityCouncil,Billing Issue,Medium,Reopened,2024-01-12 08:18:34,2024-01-13 03:24:49,,maya.patel,Finance Support,CityCouncil,Email,false,
SUP-2001290,Feature Request - CityCouncil,Feature Request,Low,Closed,2024-01-24 08:54:11,2024-01-27 16:51:19,2024-01-27 17:31:19,ryan.kim,Product Team,CityCouncil,Chat,false,
SUP-2001291,Technical Support - TechStart Inc,Technical Support,High,Closed,2024-01-24 08:47:39,2024-01-24 22:16:22,2024-01-24 22:52:22,thomas.berg,Technical Team,TechStart Inc,Phone,false,5.2
SUP-2001292,Feature Request - RetailCo,Feature Request,Low,Reopened,2024-01-10 16:07:11,2024-01-19 13:59:01,,ryan.kim,Product Team,RetailCo,Portal,false,
SUP-2001293,Account Management - UniServices,Account Management,Low,Reopened,2024-01-18 16:15:18,2024-01-27 13:53:06,,ryan.kim,Account Team,UniServices,Email,false,
SUP-2001294,Integration Problem - MedGroup,Integration Problem,Medium,Closed,2024-01-10 04:07:33,2024-01-11 02:03:55,2024-01-11 02:23:55,alex.chen,Integration Team,MedGroup,Portal,false,6.4
SUP-2001295,Data Export/Import - MedGroup,Data Export/Import,Medium,Closed,2024-01-23 13:20:00,2024-01-25 03:15:25,2024-01-25 03:47:25,ryan.kim,Technical Team,MedGroup,Email,false,
SUP-2001296,Technical Support - Global Finance,Technical Support,Low,Closed,2024-01-18 13:52:06,2024-01-23 12:12:47,2024-01-23 13:00:47,sofia.moreau,Technical Team,Global Finance,Portal,false,6.9
SUP-2001297,Data Export/Import - RetailCo,Data Export/Import,Medium,Escalated,2024-01-17 10:51:40,2024-01-18 23:24:24,,ryan.kim,Technical Team,RetailCo,Phone,false,
SUP-2001298,Account Management - Global Finance,Account Management,Medium,Closed,2024-01-22 11:06:11,2024-01-23 12:50:25,2024-01-23 13:44:25,thomas.berg,Account Team,Global Finance,Email,false,
SUP-2001299,Performance Issue - UniServices,Performance Issue,High,Escalated,2024-01-05 10:06:08,2024-01-07 02:32:41,,carlos.silva,Engineering,UniServices,Email,false,
SUP-2001300,Technical Support - MedGroup,Technical Support,Medium,Closed,2024-01-15 08:24:13,2024-01-16 06:01:56,2024-01-16 06:14:56,jennifer.wu,Technical Team,MedGroup,Phone,false,
SUP-2001301,Performance Issue - MedGroup,Performance Issue,Critical,Closed,2024-01-22 16:14:47,2024-01-22 19:44:27,2024-01-22 20:38:27,jennifer.wu,Engineering,MedGroup,Chat,false,6.1
SUP-2001302,Data Export/Import - UniServices,Data Export/Import,Medium,Closed,2024-01-17 13:34:06,2024-01-20 14:21:37,2024-01-20 15:08:37,maya.patel,Technical Team,UniServices,Phone,false,
SUP-2001303,Data Export/Import - Individual,Data Export/Import,Medium,Closed,2024-01-06 05:10:06,2024-01-07 05:54:17,2024-01-07 06:16:17,maya.patel,Technical Team,Individual,Phone,false,7.0
SUP-2001304,Account Management - Global Finance,Account Management,Critical,Closed,2024-01-17 12:48:13,2024-01-17 15:18:51,2024-01-17 15:37:51,laura.smith,Account Team,Global Finance,Phone,false,7.1
SUP-2001305,Account Management - Acme Corp,Account Management,Medium,Closed,2024-01-11 17:02:33,2024-01-14 23:34:59,2024-01-14 23:41:59,jennifer.wu,Account Team,Acme Corp,Email,false,6.5
SUP-2001306,Billing Issue - Individual,Billing Issue,High,Closed,2024-01-23 14:04:21,2024-01-23 22:24:36,2024-01-23 22:49:36,alex.chen,Finance Support,Individual,Phone,false,7.3
SUP-2001307,Billing Issue - StartupXYZ,Billing Issue,High,Reopened,2024-01-01 20:08:25,2024-01-02 02:24:25,,alex.chen,Finance Support,StartupXYZ,Email,false,
SUP-2001308,Data Export/Import - TechStart Inc,Data Export/Import,Low,Closed,2024-01-22 15:57:37,2024-01-27 14:08:13,2024-01-27 14:57:13,jennifer.wu,Technical Team,TechStart Inc,Chat,false,5.9
SUP-2001309,Account Management - RetailCo,Account Management,High,Closed,2024-01-12 22:47:57,2024-01-13 08:40:26,2024-01-13 09:13:26,jennifer.wu,Account Team,RetailCo,Email,false,
SUP-2001310,Billing Issue - StartupXYZ,Billing Issue,Critical,Escalated,2024-01-12 14:35:09,2024-01-12 15:21:27,,thomas.berg,Finance Support,StartupXYZ,Phone,false,
SUP-2001311,Feature Request - Acme Corp,Feature Request,Critical,Closed,2024-01-09 10:20:45,2024-01-09 15:51:29,2024-01-09 16:49:29,maya.patel,Product Team,Acme Corp,Phone,true,4.6
SUP-2001312,Account Management - Individual,Account Management,Medium,Closed,2024-01-16 11:51:48,2024-01-17 11:09:11,2024-01-17 11:36:11,carlos.silva,Account Team,Individual,Phone,false,6.8
SUP-2001313,Account Management - TechStart Inc,Account Management,Medium,Closed,2024-01-26 15:15:19,2024-01-27 16:24:06,2024-01-27 16:42:06,maya.patel,Account Team,TechStart Inc,Phone,false,7.7
SUP-2001314,Feature Request - TechStart Inc,Feature Request,Medium,Closed,2024-01-01 14:40:11,2024-01-03 01:00:31,2024-01-03 01:13:31,laura.smith,Product Team,TechStart Inc,Phone,false,7.0
SUP-2001315,Feature Request - Acme Corp,Feature Request,Medium,Closed,2024-01-23 13:54:53,2024-01-24 12:53:43,2024-01-24 13:14:43,alex.chen,Product Team,Acme Corp,Email,false,5.7
SUP-2001316,Account Management - TechStart Inc,Account Management,Medium,Closed,2024-01-04 10:16:41,2024-01-05 08:03:24,2024-01-05 08:09:24,maya.patel,Account Team,TechStart Inc,Chat,false,7.1
SUP-2001317,Integration Problem - Acme Corp,Integration Problem,Medium,Closed,2024-01-03 13:16:26,2024-01-10 23:00:13,2024-01-10 23:53:13,carlos.silva,Integration Team,Acme Corp,Phone,true,3.6
SUP-2001318,Account Management - RetailCo,Account Management,High,Escalated,2024-01-16 11:27:53,2024-01-17 06:36:06,,alex.chen,Account Team,RetailCo,Portal,false,
SUP-2001319,Data Export/Import - RetailCo,Data Export/Import,Low,Closed,2024-01-17 16:17:45,2024-01-25 17:49:51,2024-01-25 18:02:51,jennifer.wu,Technical Team,RetailCo,Portal,false,
SUP-2001320,Feature Request - MedGroup,Feature Request,High,Closed,2024-01-02 19:36:55,2024-01-03 03:02:15,2024-01-03 03:17:15,maya.patel,Product Team,MedGroup,Phone,false,5.4
SUP-2001321,Data Export/Import - TechStart Inc,Data Export/Import,High,Closed,2024-01-11 08:49:43,2024-01-11 13:59:37,2024-01-11 14:10:37,ryan.kim,Technical Team,TechStart Inc,Phone,false,7.4
SUP-2001322,Technical Support - MedGroup,Technical Support,High,Closed,2024-01-15 09:29:06,2024-01-15 18:34:28,2024-01-15 19:09:28,maya.patel,Technical Team,MedGroup,Phone,false,6.9
SUP-2001323,Feature Request - MedGroup,Feature Request,High,Closed,2024-01-25 14:35:45,2024-01-26 17:11:37,2024-01-26 18:05:37,sofia.moreau,Product Team,MedGroup,Chat,true,4.0
SUP-2001324,Technical Support - Acme Corp,Technical Support,High,Closed,2024-01-15 09:43:13,2024-01-15 12:52:15,2024-01-15 13:41:15,laura.smith,Technical Team,Acme Corp,Email,false,5.6
SUP-2001325,Billing Issue - UniServices,Billing Issue,Low,Closed,2024-01-17 10:49:23,2024-01-20 07:31:54,2024-01-20 08:20:54,sofia.moreau,Finance Support,UniServices,Portal,false,6.3
SUP-2001326,Billing Issue - RetailCo,Billing Issue,Low,Closed,2024-01-04 12:14:19,2024-01-06 17:21:07,2024-01-06 18:03:07,maya.patel,Finance Support,RetailCo,Email,false,6.6
SUP-2001327,Billing Issue - Global Finance,Billing Issue,Medium,Closed,2024-01-27 09:42:42,2024-01-28 01:30:52,2024-01-28 01:54:52,ryan.kim,Finance Support,Global Finance,Portal,false,4.7
SUP-2001328,Account Management - CityCouncil,Account Management,High,Closed,2024-01-02 10:39:34,2024-01-02 17:04:50,2024-01-02 17:19:50,maya.patel,Account Team,CityCouncil,Portal,false,
SUP-2001329,Feature Request - Global Finance,Feature Request,High,Closed,2024-01-04 15:26:40,2024-01-05 01:32:48,2024-01-05 02:19:48,alex.chen,Product Team,Global Finance,Phone,false,6.1
SUP-2001330,Billing Issue - Global Finance,Billing Issue,Medium,Reopened,2024-01-22 18:07:02,2024-01-23 15:02:30,,jennifer.wu,Finance Support,Global Finance,Phone,false,
SUP-2001331,Feature Request - Acme Corp,Feature Request,Medium,Closed,2024-01-25 14:37:19,2024-02-01 04:45:13,2024-02-01 05:23:13,maya.patel,Product Team,Acme Corp,Portal,true,
SUP-2001332,Account Management - UniServices,Account Management,Medium,Closed,2024-01-04 10:31:05,2024-01-05 00:53:10,2024-01-05 01:36:10,alex.chen,Account Team,UniServices,Email,false,
SUP-2001333,Performance Issue - MedGroup,Performance Issue,High,Escalated,2024-01-22 15:44:04,2024-01-24 08:31:15,,ryan.kim,Engineering,MedGroup,Chat,false,
SUP-2001334,Data Export/Import - RetailCo,Data Export/Import,Critical,Closed,2024-01-11 16:05:23,2024-01-11 17:20:27,2024-01-11 17:55:27,alex.chen,Technical Team,RetailCo,Phone,false,8.4
SUP-2001335,Data Export/Import - MedGroup,Data Export/Import,Medium,Closed,2024-01-24 10:41:19,2024-01-24 16:31:35,2024-01-24 16:48:35,alex.chen,Technical Team,MedGroup,Chat,false,8.4
SUP-2001336,Technical Support - UniServices,Technical Support,Low,Escalated,2024-01-03 15:41:06,2024-01-13 00:34:04,,carlos.silva,Technical Team,UniServices,Phone,false,
SUP-2001337,Performance Issue - StartupXYZ,Performance Issue,Medium,Closed,2024-01-23 09:26:55,2024-01-24 09:35:01,2024-01-24 10:21:01,laura.smith,Engineering,StartupXYZ,Portal,false,
SUP-2001338,Technical Support - StartupXYZ,Technical Support,Low,Closed,2024-01-08 11:31:54,2024-01-09 20:39:31,2024-01-09 21:39:31,sofia.moreau,Technical Team,StartupXYZ,Portal,false,
SUP-2001339,Account Management - MedGroup,Account Management,Critical,Closed,2024-01-02 15:31:32,2024-01-02 16:55:27,2024-01-02 17:10:27,laura.smith,Account Team,MedGroup,Chat,false,6.5
SUP-2001340,Technical Support - CityCouncil,Technical Support,Medium,Closed,2024-01-19 12:29:13,2024-01-19 19:27:37,2024-01-19 19:57:37,alex.chen,Technical Team,CityCouncil,Portal,false,7.3
SUP-2001341,Data Export/Import - MedGroup,Data Export/Import,High,Escalated,2024-01-25 09:58:11,2024-01-25 19:19:42,,alex.chen,Technical Team,MedGroup,Email,false,
SUP-2001342,Feature Request - UniServices,Feature Request,Critical,Closed,2024-01-16 09:10:22,2024-01-16 13:13:49,2024-01-16 14:11:49,alex.chen,Product Team,UniServices,Phone,true,5.0
SUP-2001343,Account Management - Global Finance,Account Management,High,Closed,2024-01-18 11:34:25,2024-01-18 23:40:01,2024-01-19 00:30:01,maya.patel,Account Team,Global Finance,Chat,false,6.4
SUP-2001344,Technical Support - MedGroup,Technical Support,Medium,Closed,2024-01-03 11:03:46,2024-01-07 21:30:56,2024-01-07 21:48:56,laura.smith,Technical Team,MedGroup,Portal,true,7.2
SUP-2001345,Integration Problem - Acme Corp,Integration Problem,Medium,Closed,2024-01-05 16:00:19,2024-01-06 16:15:36,2024-01-06 16:59:36,maya.patel,Integration Team,Acme Corp,Portal,false,
SUP-2001346,Data Export/Import - RetailCo,Data Export/Import,Medium,Closed,2024-01-02 13:45:23,2024-01-03 04:38:20,2024-01-03 05:33:20,alex.chen,Technical Team,RetailCo,Phone,false,7.5
SUP-2001347,Billing Issue - MedGroup,Billing Issue,Medium,Escalated,2024-01-25 08:27:00,2024-01-26 02:51:36,,alex.chen,Finance Support,MedGroup,Chat,false,
SUP-2001348,Billing Issue - Acme Corp,Billing Issue,High,Closed,2024-01-11 13:43:32,2024-01-12 00:46:02,2024-01-12 01:35:02,alex.chen,Finance Support,Acme Corp,Phone,false,
SUP-2001349,Account Management - Acme Corp,Account Management,Low,Closed,2024-01-23 15:08:58,2024-01-31 22:51:04,2024-01-31 23:31:04,jennifer.wu,Account Team,Acme Corp,Portal,false,
SUP-2001350,Account Management - Acme Corp,Account Management,Medium,Closed,2024-01-03 15:51:49,2024-01-04 20:02:15,2024-01-04 20:43:15,alex.chen,Account Team,Acme Corp,Portal,false,8.7
SUP-2001351,Billing Issue - Acme Corp,Billing Issue,Critical,Reopened,2024-01-22 09:05:35,2024-01-22 11:01:24,,jennifer.wu,Finance Support,Acme Corp,Phone,false,
SUP-2001352,Billing Issue - Global Finance,Billing Issue,High,Closed,2024-01-08 14:20:12,2024-01-09 02:18:28,2024-01-09 02:44:28,sofia.moreau,Finance Support,Global Finance,Email,false,6.7
SUP-2001353,Technical Support - RetailCo,Technical Support,Low,Closed,2024-01-17 14:02:57,2024-01-26 16:41:01,2024-01-26 17:21:01,carlos.silva,Technical Team,RetailCo,Phone,false,
SUP-2001354,Account Management - RetailCo,Account Management,Low,Closed,2024-01-06 09:42:30,2024-01-08 08:00:04,2024-01-08 08:40:04,alex.chen,Account Team,RetailCo,Portal,false,8.1
SUP-2001355,Technical Support - Global Finance,Technical Support,High,Closed,2024-01-05 13:02:33,2024-01-06 08:40:19,2024-01-06 09:30:19,alex.chen,Technical Team,Global Finance,Email,false,8.0
